,(GLMU).kcat_F,(GLMU).Km_GalNAc1P,(GLMU).Km_UTP,(GLMU).K_eq_GLMU,(GLMU).Km_UDP_GalNAc,(GLMU).Km_PP,(GLMU).ki_P,(NAHK_ATP).kcat_F,(NAHK_ATP).Km_GalNAc,(NAHK_ATP).Km_ATP,(NAHK_ATP).K_eq_NAHK,(NAHK_ATP).Km_GalNAc1P,(NAHK_ATP).Km_ADP,(NAHK_ATP).ki_P,(PPA).kcat_F,(PPA).Km_PP,(PPA).ki_P,(PPA).ka_ATP,(PPA).ka_PP,(PPK3_A).kcat_F,(PPK3_A).Km_ADP,(PPK3_A).Km_PolyP,(PPK3_A).K_eq_PPK3_A,(PPK3_A).Km_ATP,(PPK3_A).ki_P,(PPK3_U).kcat_F,(PPK3_U).Km_UDP,(PPK3_U).Km_PolyP,(PPK3_U).K_eq_PPK3_U,(PPK3_U).Km_UTP,(PPK3_U).ki_P,(UDK_ATP).kcat_F,(UDK_ATP).Km_Uri,(UDK_ATP).Km_ATP,(UDK_ATP).K_eq_UDK,(UDK_ATP).Km_UMP,(UDK_ATP).Km_ADP,(UDK_ATP).ki_P,(UDK_ATP).ki_UTP,(UMPK_ATP).kcat_F,(UMPK_ATP).Km_UMP,(UMPK_ATP).Km_ATP,(UMPK_ATP).Km_ADP,(UMPK_ATP).K_eq_UMPK,(UMPK_ATP).Km_UDP,(UMPK_ATP).ki_P,(UMPK_ADP).kcat_F,(UMPK_ADP).Km_UMP,(UMPK_ADP).K_eq_UMPK,(UMPK_ADP).Km_UDP,(UMPK_ADP).Km_AMP,(UMPK_ADP).ki_P,(UMPK_ATPP).kcat_F,(UMPK_ATPP).Km_UMP,(UMPK_ATPP).Km_ATPP,(UMPK_ATPP).K_eq_UMPK,(UMPK_ATPP).Km_UDP,(UMPK_ATPP).ki_P,obj
0,3172441.244763796,0.027682983038711178,0.017099168785860645,105.0,63.041384525102934,99.76407016158133,0.01,3578.632653525161,0.03342322906708029,0.13292136044236935,89.75283694449615,84.36289698247478,0.01,1705.8819970619402,1951.5874569377002,8.692111762732774,0.017924306615513436,60.322669608906736,2.5409872988626345,831627.3914372385,0.029144325832415132,0.10556657381444629,0.0027220818997932207,1.8470669158716748,340.6078343559152,3107174.9439461,7.591169263926101,97.82046022971316,604.3700437969306,0.012673039082585647,0.9075338295028237,308614.26207057066,57.183353218773554,3.4258733488470536,17975.528835903588,48.54188045269685,5.450269190771615,3.997286939076489,9041.835505754196,381558.7777024987,5.481236737355807,0.7032391839342019,11.441276905409026,2.50000142930749,1.117199754923556,4352.254201242962,14222.011884699239,0.012085765541801788,0.0923923505642478,5.0979794637993265,0.086405691764754,1575.0488720572616,2813057.969068745,0.11969021204442884,0.4600404805564846,1.4200351273306877,1.9623294796181325,1249.7096182734074,0.9210970523393751
1,3598973.033582954,36.654010589301095,2.2370337681403796,315.0,0.016125965215671,91.48264588088426,3788.855094653388,4060.5160631061003,0.09529731218492697,0.13029813140707733,89.29929505897994,2.2145990295998086,70.75329927007827,5327.211502767343,360.0140556553368,62.71147661087851,0.010005705457032008,863.9960744246641,3.8531918225410697,1879054.51833728,18.953282088310633,3.929889355858393,0.002725602647834748,1.7325293907497257,9113.498427391329,3449565.731510173,13.917142105600046,36.35748431027503,0.010463768664376925,3.088183480710159,248.8467815984463,1634841.4346775282,9.477234313404695,47.83252353767695,6088.221862388866,93.20685435275327,4.999713233910221,1.996186068193675,1320.555624473357,3523576.1667232555,0.25480501066153977,12.180305620047028,11.050892366744632,2.5004873214766974,0.033393781543455084,7.862053496432328,3544881.7639729725,0.018681565533843682,0.08413670587131562,94.93406800919442,8.000279413252178,0.01,142259.7879589459,0.22662130113132017,60.6663430165425,1.2758733652162277,9.229358613338988,9827.27856177312,0.882694772314967
2,2171354.1528751217,5.847371388640573,6.345698317991283,187.3817580955264,2.7679664095956515,25.82719973753738,0.253476359106237,4060.007969283236,0.08589715258232006,0.08632334063962348,60.863692129547815,8.767769497743583,4.421822098642042,6210.245753920158,381.2699205919938,2.1323662623462325,1259.9703698644385,0.00017677415673911896,20.373991068429657,1012842.9860204943,1.1454655569800183,15.620297572136725,0.002893160139790609,11.251424017286102,743.0507865267923,3513516.8205969166,1.929084172966299,0.13221706542566947,0.011318912930781916,0.41531386906791967,1720.5495534736065,514687.6082447857,51.610515326251175,6.225575451045023,6003.831479753863,5.2688763635296505,90.38752000589898,40.705952468679705,7753.412115103294,900948.0185766813,6.572093999389736,6.896170413611465,64.32456719290899,2.5007321710340285,0.7868188220267663,9349.133138125697,297023.11193123064,34.51699815225553,321.06238841188565,88.07987161099574,7.462482369157827,0.1606748019365459,3541446.1196238613,81.05550262471145,12.216629319017292,1.2247729803129321,19.63409385561639,406.8685023589361,0.9185598407506038
3,31601.981730286403,11.723900179794194,0.2664456913942268,188.52255180365563,0.1442551772687867,0.01,71.15372143306745,4060.7999969172815,0.03992477322223196,0.08602030544842117,44.684707921285145,2.171364883829294,1.2250043135021624,394.7361347571532,310097.40646063193,0.028773817418832965,9136.780167684075,943.8777216752885,375.6295040484089,64412.70160274336,0.02288675708474442,23.152290276711266,0.002641705752011877,0.18815788079804896,193.73017609425918,1167935.6313279802,0.6532257154587315,21.344593569946866,0.011242771384822846,7.279008425529391,1.7911173587807432,405603.88028081035,24.479017049807403,1.5219196912956652,6000.0,2.9052569991627992,0.23160741842802351,5480.230702587904,9104.350807506233,661682.6996560305,4.705396094968984,6.847415094861667,20.417587056011683,2.5001575615649876,4.752362274523855,290.27043115469354,7584.706906118271,0.014750908990665555,0.084758511471166,9.43934309493978,57.090360218641734,24.81182861120925,56903.871429147635,19.6740106420751,0.679540453189846,1.2212620601977813,30.94270122856267,278.4160323736474,0.8851688846652884
4,1222982.775245695,1.384792420507594,78.23637013773897,105.0,4.351278742495617,99.99264048674551,1.4619607544411173,4060.7999999999997,0.032758872153693414,0.0879619136217347,89.99991841785211,6.499007697587562,57.614781525824796,4090.8453581667472,129590.27800061206,58.916761492382406,443.13452545377555,0.32584650599556353,435.44593470641274,361847.74173056,0.5202437213842477,99.99636634323117,0.0029130104606566107,0.01,239.81268426347904,3563262.3093287125,1.8381878706358203,0.5824112883094648,0.010865784316979802,35.96172999134467,6732.7621843685365,928700.7192062141,3.1193482977419156,11.159330111974683,16601.727189724083,0.33686329919316177,1.4483017110283258,82.56138544584208,3569.9800631236662,369833.50360837625,0.01981159640009653,6.452611924145507,91.27859396248533,2.500000078740342,99.45458735940163,9470.518279632082,25048.39666995522,0.011857532630707953,0.1236754948247427,22.516748291693915,52.796658714018726,5.486879625007388,619514.775842551,0.010085174492902842,0.2386050660123427,1.2467303977531428,1.202911709409338,728.9546684795708,0.8958106378902422
5,507139.2693008617,7.404264180886555,0.3690222476684168,109.64797842043178,8.937885687380096,0.010182854028440628,3866.1219668452227,4057.096283942155,0.0890316467278247,0.17273933868567196,62.83188295485489,22.438765117133126,44.28436195161541,1643.8088208420713,364.5098119974497,9.510705884367384,0.010000316228529831,21.88816274623063,196.85525307846837,1465580.9217667119,1.015281069040288,0.3327865230540673,0.0025811367839475327,10.959836527789307,5329.060704841182,128816.0992312187,10.551793194331037,35.644709792581175,84.09802102603929,0.1264399485178732,1.5949550080593708,74377.21921829403,3.8525231293265048,1.3553153102851867,6002.524459354035,5.812719426950733,54.80040093682634,2.3289040806269092,625.5086465852127,1431313.9786952601,0.012076046865169552,2.55704104154698,3.196109037624477,2.504208981544481,0.14013242614790467,7016.115766114786,782490.9960672952,16.012553207642856,0.08540522005622816,8.556236431089543,16.136813081881417,77.22265460886813,5063.85345716004,1.2159345011678702,0.019892536153136794,1.2179654750404825,0.012217781325682471,178.48719894446901,0.8583634980195067
6,366351.3233824293,0.257102605065482,0.8159869612932292,106.08876047153251,0.010653211316400806,16.89682326598617,1.8573729643210792,4054.4105685957634,0.07542790300918041,0.08671950012087096,53.53011511773783,43.44831491168601,99.09725683858012,2633.1830206872173,1109382.0285813776,81.22032823356214,761.2963060202461,0.0,2.06651026486038,20593.626804161027,0.016730257342800692,4.541660139271302,0.003292936798092766,1.5290065866406535,4766.836067551167,3553893.5165580306,1.7072296475499167,7.13665478319464,0.011439577351651527,78.3829933080945,64.68948192483788,1483648.8194623357,17.59474868471878,15.395345249883356,8958.502822459184,0.8878059464223922,51.10746278249687,69.76566132520563,689.0924597304838,3468647.475561531,16.798190868619916,12.226947561308142,58.10564250465095,2.5031921826287715,2.1756141285824517,20.053856124318113,2314925.502090047,78.52794798805073,888.5079321504865,98.92734868361575,97.31059920643779,0.047831802049774504,3597092.5810426897,0.4758232164841904,1.0928813289558534,1.2940506448694074,0.014566470959308462,31.62389288224195,0.8915485269818586
7,991448.9083462838,26.859420286079967,0.824272247061511,313.02055551487086,0.0392309920614144,0.01001861785183383,34.648719322094124,4060.7933590730045,0.09728256228757211,0.08601300625067541,89.47403643132881,20.381649994798238,3.4557589288856465,7493.202226914588,477849.04182105424,74.50704025747328,478.9846153950094,172.39980307734427,206.0545477080507,182138.93775525317,0.2721779692164349,1.096271278498997,0.002698808925826619,14.466627689514468,385.53220685004635,82378.93137043597,0.4553181771854998,0.2324175090556439,0.010801974874757845,11.144156042670595,9985.59265568386,920270.2444500736,28.314691733093838,4.030216316116262,17997.532514991613,11.320697502487052,0.17757566368703082,61.691485481357105,3704.069850056175,855796.0655206634,30.87257256243778,0.43805768274591117,13.91884802748099,2.5,88.55456278518687,9116.39847370178,32931.94186547973,0.010339709080967253,0.08709744551943197,0.05779201334532463,9.934026727020319,51.449317447096256,57984.09217486219,99.91975268474793,0.031988331904114056,1.2414536909889544,23.33265874969775,2201.6513591302673,0.8449193384027741
8,132400.68176631207,28.382490538205353,5.866054854470347,311.26632420099503,4.82414678965861,15.0122552045923,16.20933607500644,4049.8057925807766,0.04319567575290444,0.0974426691428743,87.31648961806052,5.163124924715656,0.048021477605933824,3180.3788521598963,364.7835419611244,5.525093162559523,3575.5325489637034,32.22647123406601,0.0011804245710023522,188834.16455057645,0.8358064939968295,80.75319226510106,0.0027131247662010526,0.06984977646380007,387.41374462414336,2203003.1333215777,5.504263706688192,12.085819435250555,0.010465498808245708,21.041493007548215,573.3674969780485,1328930.9006554727,37.25702996920018,17.14548547587545,6817.429759327361,48.03012153846318,1.4097291902754483,10.800593664250531,1471.3845076916045,2140404.8700962025,5.12993443511195,15.07454603747777,13.763534619072715,2.5000298749068213,2.7810104285770594,6752.791645711927,6236.829953454561,0.04482197031984357,0.08740170153429462,18.7246451678081,16.747509337296673,53.43051421706683,5075.98317615193,0.016227657906083316,0.6274140121757753,1.2686034214572484,0.7829496369065672,2007.1998370124702,0.8467728489795141
9,60705.980958327054,0.9611077003316957,99.54812612137219,182.9329366035624,9.69826417551032,26.286001721451516,36.08410790896994,4057.316439071645,0.035611360549746285,0.08750301504588358,89.72467123574577,1.1262431673054722,0.08005181248883468,742.715150075468,78981.03155592675,92.9503312361881,0.01,1.0101813547770877,41.088743270700704,306597.8062255764,2.5299455936643827,4.148884158037483,0.0025578735013589405,12.851619250398802,7837.813641522884,3360260.141389714,21.978732735148547,20.358609950041206,0.010535504248145155,9.64845790660927,2869.2470909671765,823831.4687855201,38.78434244530714,9.386661503940516,10822.219453067552,58.06313646620475,0.8673731634475557,14.318677793152686,4084.741564096568,2849937.6015324504,64.34881832586133,0.9814828114640497,14.748804576740351,2.5011887128966577,0.863328534434599,536.9363684660516,296253.4015921575,5.0008806652471485,0.0831286284607131,0.07203358908081553,71.57072050426756,3926.6373265012435,1383239.09808266,3.3452534710255724,30.026359238721106,1.172722344016572,0.5014546797657691,151.47370435519292,0.8628306350405289
