,(r1).k_f,(r1).k_r,(r4).k_f,(r4).k_r,obj
0,0.30057667760171836,0.296317719124324,1.8181132865205283,1.7662341084735294,0.29521903273947336
1,0.300504541276537,0.29622766841127895,1.8056314375655176,1.7539954161877018,0.2952190447014955
2,0.3005204041290487,0.2962570930788469,1.8143098632018655,1.7625276906930867,0.2952190155027734
3,0.30053067865948085,0.2962927164342351,1.8294586281948522,1.777402022445704,0.2952189883709946
4,0.30052058390797926,0.2962572548680722,1.8143129265765057,1.7625288525352862,0.29521901550647467
5,0.3005275349199363,0.29626007762449735,1.8197637460053426,1.7677343053293597,0.2952189023001491
6,0.3005335203605955,0.2963234373903137,1.8278381880460446,1.7759503043094789,0.2952188221663713
7,0.3005608722119637,0.29632192832430726,1.819668284366975,1.7679414568716245,0.29521896940364223
8,0.3005122610267274,0.2962624349371003,1.8293094945872348,1.777256240703754,0.2952189722762057
9,0.30052777089122923,0.296277964540876,1.8196696291034056,1.7677511706770688,0.2952188815384653
10,0.30052028569488587,0.296255640421283,1.8130857334939563,1.7613230912486342,0.29521903656318926
11,0.30053333636118035,0.2962747985300826,1.8057379890815797,1.7541763062911682,0.29521905381864877
12,0.3005194212065244,0.29627231381016644,1.8276428431747578,1.7757362299055606,0.2952187627704486
13,0.30051896964525643,0.2962724150998653,1.8293490012973055,1.7773145233851662,0.2952189716767059
14,0.300514458777994,0.2962647276309309,1.8293662298792401,1.7772389133764972,0.29521898563087895
15,0.3005201224611459,0.296256666045341,1.8143086936414738,1.7625259291111248,0.29521901550466134
16,0.3005124803181098,0.2962476724776357,1.8142601635926374,1.7624813866091378,0.295219018237291
17,0.3005001278670233,0.2962579978399137,1.8144339723536906,1.7628697622450966,0.29521883279786687
18,0.3004601383364043,0.29618931695313994,1.827223679164877,1.7752772539394397,0.2952189571778875
19,0.3005264067669634,0.29625263588190015,1.819876500611523,1.7677323119240735,0.2952189972333472
