,(r1).k_f,(r1).k_r,(r1).ki_X,(r4).k_f,(r4).k_r,obj
0,0.5014822129693927,0.4849631404669819,2.8493348725037015,1.5513284388847073,1.5148641946159078,0.27235866385627
1,0.5161784136369727,0.49961789228977505,2.6673502628279104,1.5792379529697296,1.5434455463289027,0.2722719352671664
2,0.5081595729901796,0.49139951180913977,2.7519008536627036,1.5721716768775933,1.5363261478885584,0.27229907222866634
3,0.519373167298593,0.5016566495348423,2.5923672924190186,1.4112688248602545,1.3781250072047682,0.27218022618175775
4,0.5495308433652832,0.5300238399804567,2.2803643063839756,1.3544328956383511,1.322254981256001,0.2721711425986398
5,0.5312869022157093,0.5143664146688542,2.499194700609613,1.7747650724955073,1.7370962686296754,0.2723238301710382
6,0.5078948058550063,0.4901095124928752,2.721988118870071,1.283220709526718,1.249427972533219,0.27230584950012443
7,0.5081330452385313,0.4907960991889927,2.7157479715814596,1.254155486838391,1.2226915309780944,0.2723290060662318
8,0.531329165436965,0.5141777441926425,2.4958188358064604,1.7901308147117836,1.7520905576864425,0.2723314606250432
9,0.5155327972382288,0.4975595219835762,2.6238513858349712,1.2915456655737196,1.2592951160510837,0.27224637900210985
10,0.515742112386639,0.49802645651940214,2.648998327288967,1.6314490232074035,1.5942932281126836,0.27229427196127265
11,0.5109885959512491,0.49340598624280807,2.691977098876165,1.3891876786854704,1.355493685145603,0.2722276274296962
12,0.516646480736943,0.500022518055607,2.655119165449282,1.5896482263302738,1.5538240568360588,0.27225939925791076
13,0.5015932533828368,0.4847695570543195,2.8252110158237085,1.4519915878112208,1.4163397775036972,0.27230437798501955
14,0.5111908412616771,0.4939109321363697,2.708076161818974,1.5267542958021612,1.4900799916328848,0.2722545108553956
15,0.5647158059709312,0.5445782995407854,2.158010861470214,1.4236232748560254,1.3904335234730794,0.2721973214630232
16,0.511687408710913,0.4938603081583636,2.670457018843129,1.2770353445687337,1.2449351299249238,0.27228027305740526
17,0.5170700020434881,0.49885598838835404,2.6157059194533043,1.3720742299374442,1.3383424606067782,0.27220050988283406
18,0.519012024586634,0.5011062321587032,2.5920217332754536,1.3587107314221178,1.3255082222241235,0.27219192456726693
19,0.5153704008474296,0.49730434392934675,2.6478804619827607,1.4803079732360171,1.4444976412265471,0.27221722318832803
