Time	[Uri]	[UMP]	[UDP_GalNAc]	[UDP]	[UTP]	[AMP]	[ADP]	[ATP]	[ATPP]	[ATPPP]	[GalNAc]_0	[ATP]_0	[ADP]_0	[Uri]_0	[E_PPA]_0	[E_PPK3]_0	[E_UDK]_0	[E_NAHK]_0	[E_GLMU]_0	[E_UMPK]_0	[PolyP]_0
0	21.0544421573333	0	0	0	0	0	0.007756666666667	0.509636666666667	0	0	21.0544421573333	0.509636666666667	0.007756666666667	21.0544421573333	0.001553358	0.002878526	0.00410627	0.002506077	0.002032934	0.004463289	32
0.5	7.57412778649	5.729606	0.5989293	2.1309059	5.0202175	0.0132122	0.4502812	0.011191	0.036394	0.0027032											
1	0.274932073817867	3.7889016	2.73182506666667	3.06429493333333	11.2758682666667	0.0146432	0.4332416	0.009064	0.0538296	0.013073866666667											
2	0.002722224853627	2.5424872	7.32100746666667	1.80459546666667	9.2004792	0.013695733333333	0.3586968	0.006253866666667	0.081018666666667	0.0275792											
4	0.002031142170347	0.561643066666667	15.5613846666667	0.963403533333333	3.91654893333333	0.0174322	0.1623422	0.1214836	0.122916933333333	0.046675066666667											
7	0.003315733483467	0.13456	19.704912	0.300394666666667	1.14429066666667	0.015898666666667	0.072428	0.201488	0.167968	0.059610666666667											
12	0.000862174607667	0.061066666666667	20.1771366666667	0.172776666666667	0.783423333333333	0.014113333333333	0.073506666666667	0.186333333333333	0.180616666666667	0.062823333333333											
16	0.00238135952135	0.0999115	20.1984978333333	0.200057333333333	0.649996333333333	0.030992166666667	0.085561333333333	0.169400833333333	0.167447	0.063992											
20	0.002877577530458	0.0928855	20.0019979166667	0.203582583333333	0.710943416666667	0.014388416666667	0.080669333333333	0.204632916666667	0.155460833333333	0.062241833333333											
24	0.00085652621937	0.0870075	20.1624768	0.2095929	0.7249446	0.008829	0.083171233333334	0.205848	0.1556685	0.0638766											
