,(ADP_Decay_v1).k_MA,(GLMU).kcat_F,(GLMU).Km_GalNAc1P,(GLMU).Km_UTP,(GLMU).K_eq_GLMU,(GLMU).Km_UDP_GalNAc,(GLMU).Km_PP,(GLMU).ki_P,(NAHK_ATP).kcat_F,(NAHK_ATP).Km_GalNAc,(NAHK_ATP).Km_ATP,(NAHK_ATP).K_eq_NAHK,(NAHK_ATP).Km_GalNAc1P,(NAHK_ATP).Km_ADP,(NAHK_ATP).ki_P,(PPA).kcat_F,(PPA).Km_PP,(PPA).ki_P,(PPA).ka_PP,(PPK3_A).kcat_F,(PPK3_A).Km_ADP,(PPK3_A).Km_ATP,(PPK3_A).Km_PolyP,(PPK3_A).K_eq_PPK3_A,(PPK3_A).ki_P,(PPK3_U).kcat_F,(PPK3_U).Km_UDP,(PPK3_U).Km_PolyP,(PPK3_U).K_eq_PPK3_U,(PPK3_U).Km_UTP,(PPK3_U).ki_P,(PPK3_tetra).kcat_F,(PPK3_tetra).Km_PolyP,(PPK3_tetra).K_eq_PPK3_tetra,(PPK3_tetra).Km_ATPP,(PPK3_tetra).ki_P,(UDK_ATP).kcat_F,(UDK_ATP).Km_Uri,(UDK_ATP).Km_ATP,(UDK_ATP).K_eq_UDK,(UDK_ATP).Km_UMP,(UDK_ATP).Km_ADP,(UDK_ATP).ki_P,(UDK_ATP).ki_ADP,(UDK_ATP).ki_UTP,(UMPK_ATP).kcat_F,(UMPK_ATP).Km_UMP,(UMPK_ATP).Km_ATP,(UMPK_ATP).K_eq_UMPK,(UMPK_ATP).Km_UDP,(UMPK_ATP).Km_ADP,(UMPK_ATP).ki_P,obj
0,0.00998879149995092,816564.4125149933,100.0,0.573986567827431,217.75290350378762,1.7961817341544661,0.01,9984.44204315382,4056.398437517649,0.05579219950039952,0.25593547241657444,89.98857259658347,0.01,0.2273324673111656,9999.216877865307,3598855.837701656,96.37441914958887,9957.22686018321,0.0012655196759513725,39032.627945701934,1.1218581092906452,0.15454172838571803,1.8183344426864159,0.005430861502155599,199.38683221460187,3351490.8130218005,2.171151136045179,4.765522889004296,0.010767670575864682,91.08432776829768,6948.950360347919,751380.2303214523,66.81198526304755,0.002537989852279754,35.57115600770552,0.01,3599781.4552958533,8.151001912938787,2.8989802005177743,17935.450158583626,0.04266553019970982,8.89423940680975,9.56313199767164,386.6327381410333,9702.775039608388,3512934.4393144716,44.351709090623814,2.5928982013603257,2.500409360955328,1.090962954794906,13.21072592190551,2.841885339151055,1.2064799233475638
1,0.00864867401126787,684156.647438723,0.7236456325237729,49.75195193947979,276.91121335242536,0.26367292409603427,39.680141550794396,344.11250600219876,3593.5902061789393,0.033157534340557716,0.1500298324750193,88.05604248767781,0.15920377659781795,0.010001702775725207,9416.285384343046,362.13592276566635,78.22739945088531,1605.5616387027803,3.50775734789603,11152.526990887356,0.20786526721950593,10.774248201382791,96.56938385947676,285.02455450127553,3.1618320281676584,1149539.8764815296,1.2742551398033144,0.01053544855908724,0.013741279137171778,14.486816016786817,0.02292779648799009,2096662.1459736198,37.64400752588382,0.0035053409270212536,5.838968550801124,9968.155251625027,623380.527100213,7.506105967124193,2.468291655915413,6000.0,0.4579650859803797,2.9563718893851605,0.8907599639888791,3425.1176344240744,122.47158107490698,314403.24972455314,0.8769101556610291,1.565714425696428,2.5104991096969123,0.05111460286950604,8.587272323049906,1144.64356642428,1.1889903275035227
2,0.00938688741967511,299001.1407871743,13.82156000211036,8.301570741556928,238.73106670365618,0.6101140455206124,100.0,35.48050803170544,4060.3714631798275,0.03342425141277289,0.08658168946178245,89.00044205658637,0.010000000352584016,10.655945133185583,9909.1968348043,446321.3795373516,0.01,0.06449159614821191,384.5818938142303,25187.83372046584,0.5665558098038087,7.01002746848511,1.169392850000796,0.0042770038356154325,3807.9595243972412,3600000.0,8.318566059400558,0.03339877007817923,0.011586058709929811,95.78488533202095,29.572160762406337,6262.0009705310495,0.7550264661776396,0.0035957068446004757,0.07564405432430292,9804.032403966668,441120.8793777499,17.137890909821024,0.17034893606342122,6819.010135139041,0.14326892368252905,0.4588366062390496,31.07166578719129,1337.3354008765507,1064.320657006319,249710.23455370893,1.9799239293865698,0.7300133597155722,2.5000679219933883,73.67598249347418,0.09699564906343468,5.317713565790307,1.1193386192280486
3,0.009915446460240066,1275211.3548117199,0.20580221339615637,47.29914137227797,314.94920956687594,0.010024257288497885,0.03160448284111238,63.947352851396744,4059.1997418711417,0.033026035617797815,0.08609089901845975,63.59245983167176,0.010000949054646437,23.770993574386605,7311.5085775690395,528333.0286533358,53.251285848752836,2554.5586576567853,980.4137588374919,145028.09784338923,4.439346715444003,0.16720883222291957,4.18377199199824,0.004996255776896288,9266.826587985237,3256926.9763584384,7.719399045328885,2.5471260730499945,0.011765892606689912,43.515133078464956,320.3719998655753,360.0,9.597504051731976,0.0031961074506638362,99.7107083847429,334.49946139180787,1021705.420127049,1.9070847551608454,7.1402450049053305,6763.502654773433,0.8458795090061431,0.2882576805398656,9.85163820039351,8.114810446766061,414.9655196066606,623266.2464159265,1.520865746266279,1.178100478996677,2.5010234441295056,0.3705541169466007,0.23000965697249226,7.327085278688915,1.0764025850508931
4,0.009685980412713641,142219.83512441238,99.75047514274361,6.11703956198098,117.95336378283218,7.702142619486291,26.627370413248755,112.50746572801535,4042.2230200810322,0.038730849408044464,0.0862750747834001,30.0,10.223431882210525,5.139484912561013,4479.910218333767,108498.63461663887,60.30867229048113,0.01,38.20944612382606,99610.43480438666,0.010000138890267988,23.157305037158793,21.19570987612209,0.0035622760694927866,3777.275508495583,3397157.9387950995,6.9725649241428975,99.24816094076604,996.2435560262235,0.011854278457523943,1.5437199647391628,850027.292480809,2.109932544205458,0.0034658060675981156,1.15688897559188,9992.00668607621,2585799.8941199854,1.4561479459653326,2.099578391905405,17683.738357694267,7.838147201844379,3.1738170022497796,2.0720566105078824,0.0387868742634228,342.346774633872,905822.5893760232,23.00889927916813,2.349682306724747,2.510347366252325,0.5151224715605726,22.54934835640814,70.33831695629348,1.138432742771967
5,0.009109098112780777,3199332.714774265,4.50907629340596,5.711617579336301,124.5430893279718,67.28308445665428,0.01000758929544752,859.4530630449267,3296.7554266550783,0.0669809925526786,0.102862623448114,87.93301190521616,0.01,7.726331126576071,149.721705993107,360.75005891647623,82.4719854705486,9081.856983190897,7.745968957515002,150614.97397893041,5.214477273003257,0.22205391991722714,99.31135042250001,5.069992389667601,5.111456136373367,3560354.221829364,2.146704437089049,1.6414857277636985,0.014409422712278332,92.81273395783977,0.01,561.6201426971692,94.73397325914658,0.003532418871320284,98.95681488250092,477.3584105382064,2466150.911786503,6.307700128319922,39.227767633943465,6057.584379586474,2.368755640264433,5.6594842636096105,1.6781267774235893,4.707630955485354,730.9719863676944,97636.42098580467,7.240098310667856,1.293965782206153,2.5010813462925157,6.363900911832394,96.50594109955198,6.6623653546904364,1.1545959606945138
6,0.009818153532094696,273218.85848280246,99.45527997879152,16.632333641613407,302.46186032852233,8.841505695046731,26.64521574838893,51.07693302027919,4057.232715167551,0.0326471197244257,0.08600983900800346,56.655260887197976,4.136767121021878,2.1096408345549595,6215.264895141611,832326.1224583539,0.01000928255621525,9985.90128644926,891.409402292432,608065.562697325,25.623033836319546,46.195358018614655,3.2638047420012373,0.004976877659804537,2659.839853209234,739249.3536877931,7.734453552882732,0.7750335698995606,0.012853181412347484,39.86190694766093,0.7510708247833834,12634.531443215155,3.9913954465131143,0.003229529816537508,0.10931143661854978,2002.3686940077955,2682785.686444102,6.366968681745871,41.79579296182815,15323.04782483554,10.185215347303705,0.356993419476687,8.464737394153326,484.9791445014949,1292.301518539868,2757444.099285347,3.305713080509384,2.731996429076009,2.5001781495147757,0.044219539458700684,3.617932743649509,18.1016826587294,1.1054845403552234
7,0.009947655695474567,3594298.8224829384,22.048649555323095,54.54087808561187,182.37222628089398,6.748165330862718,28.969758992975148,2.3421072760361024,4057.5764891164313,0.034802353100789066,0.14392708847913724,87.10440661441984,0.010000000087711961,52.46556012460124,811.1798282140817,21743.410050624825,98.76891691272255,11.410419055040908,0.04519365998994344,1622728.286600297,10.279938104334379,36.52381009771329,0.018673498941240957,0.005320332759644176,9588.956635149716,2959673.3553031054,1.9946352681844606,0.2983094093859857,0.011287630514301528,18.416759645643545,281.12846274669914,1163089.8874456442,12.911235952322293,0.0031047747339150427,0.010023977177678754,4920.1059897687,535271.8430290746,22.631510292348178,3.506659581216295,17325.77012314804,5.358308018683184,1.718470555099881,2.0142748272599134,9771.24756748872,9941.904766546953,3199426.718492008,10.78379686528613,2.7299019354640928,2.500069084721459,1.1767316302940962,0.749148397860545,0.9339468220851324,1.0514933274790776
8,0.009853183642037765,303827.5630793142,29.78847183812901,2.079242059647941,314.3251580926278,0.3305880266009551,49.26218652397064,19.730387451542544,4060.675257924878,0.053618531162745044,0.08621929300049395,81.54776163777558,0.5095321566097055,5.722927225202766,781.0063755303846,176328.67657421538,0.05124265244749648,0.01,0.8609374612428284,75786.23129230422,1.82281466998226,1.4074404176170736,0.14662557764090872,0.005407592090425725,3546.9879431960862,3348279.949021416,8.69024911128419,66.50587123001532,0.011696671577936588,46.99947578602917,612.9908132561108,390435.87659377296,1.1823953451407843,0.0029572366156415757,0.05060646286648406,0.0100481778655031,1565571.211551298,1.0446293410535437,0.45838612272278084,8899.702343390027,0.011414506750994036,24.52176364305545,3.1287885145002408,0.5907643533442631,9968.07859601182,3155195.3890281254,5.586050966693658,6.811780791943263,2.5106860046732966,0.3551653863197203,40.42066665004322,2.01717420595096,1.0801615402310059
9,0.009694238856961942,1677782.919266465,42.07442898337687,19.46814736207824,105.68529150451383,2.0430858807614847,12.579910316751796,10.367913799814657,4060.795596302186,0.034556910087364875,0.08603590041783844,30.0,0.07491105169894154,16.351881314686725,9437.845920261318,3600000.0,45.57518878185253,112.21699883694734,265.6868581257085,1181594.8521038028,50.893965364443105,34.83618750766565,0.11427617164322927,0.004705035244282824,9159.148154452001,3534163.518043972,14.84843499601835,28.436118877312094,0.011986001211518422,78.41225431807042,87.36248937976826,7532.954275500566,6.084448493464769,0.003428925064452706,0.10724497574399734,69.96673757444897,3205704.223025782,94.96524531863781,3.6486554795044563,11022.299637411252,1.3933206216129366,0.6728654719723387,6438.0492563289645,9934.318927788323,1285.697964848655,3439913.7564553283,4.849390632889221,17.473768125213724,2.5001260667666214,0.43907008804115666,3.5278031496068905,24.76464619751293,1.151060189349415
