,(GLMU).kcat_F,(GLMU).Km_GalNAc1P,(GLMU).Km_UTP,(GLMU).K_eq_GLMU,(GLMU).Km_UDP_GalNAc,(GLMU).Km_PP,(GLMU).ki_P,(NAHK_ATP).kcat_F,(NAHK_ATP).Km_GalNAc,(NAHK_ATP).Km_ATP,(NAHK_ATP).K_eq_NAHK,(NAHK_ATP).Km_GalNAc1P,(NAHK_ATP).Km_ADP,(NAHK_ATP).ki_P,(PPA).kcat_F,(PPA).Km_PP,(PPA).ki_P,(PPK3_A).kcat_F,(PPK3_A).Km_ADP,(PPK3_A).Km_PolyP,(PPK3_A).K_eq_PPK3_A,(PPK3_A).Km_ATP,(PPK3_A).ki_P,(PPK3_U).kcat_F,(PPK3_U).Km_UDP,(PPK3_U).Km_PolyP,(PPK3_U).K_eq_PPK3_U,(PPK3_U).Km_UTP,(PPK3_U).ki_P,(UDK_ATP).kcat_F,(UDK_ATP).Km_Uri,(UDK_ATP).Km_ATP,(UDK_ATP).K_eq_UDK,(UDK_ATP).Km_UMP,(UDK_ATP).Km_ADP,(UDK_ATP).ki_P,(UMPK_ATP).kcat_F,(UMPK_ATP).Km_UMP,(UMPK_ATP).Km_ATP,(UMPK_ATP).K_eq_UMPK,(UMPK_ATP).Km_UDP,(UMPK_ATP).Km_ADP,(UMPK_ATP).ki_P,obj
0,830790.722425793,0.022119245906037834,27.658901225103772,314.07577239146025,18.48664997716435,0.19730564932322542,0.3544177414395319,3862.5726710505137,0.0325,0.21535900892920473,38.38974335928408,6.901636385025853,3.6512693923308635,5383.879184767356,19540.46094774656,99.98476511927915,1484.8856162741392,425471.42412896024,3.2238812897972062,0.03174125695591983,0.005749884290015632,3.3446920108781955,1611.4463169052792,2974260.150234339,10.640861287028908,33.6468417863903,0.01548894871869987,0.24040459705475767,0.08699005693518658,243536.92442394598,92.4484201584317,0.16547395024581044,17759.456773974744,0.33448523324280527,99.12690512122882,5.2051611851734165,1806320.0685564638,21.41371006126354,2.9438600799471066,2.5029124223995307,4.660611019566651,0.44846332602674477,1.9426426437459956,3.950317817234041
1,54733.64410962012,16.835631136077122,1.3084614651023,137.53864331604734,0.24607081875487632,4.867030384744383,9991.98850767661,4060.009104008768,0.08747501262532373,0.08960256089808968,30.15092566524192,93.91560254669137,19.961293411069462,7626.801886182496,5171.808532623371,0.5416152434237564,6721.464952870097,72089.43438601111,2.5483141252955637,0.010011424575891907,0.0055478717108476275,73.88988354342443,9687.857468510176,2279596.3788896278,9.851854136468033,0.06323262650781941,0.011602755505095645,1.6895633173221378,2508.391602802785,64957.65407380979,0.4337307327356398,1.102076301231526,6003.003770795372,0.1867574859732767,4.1626962006432935,4.015943116117518,647089.9526839026,7.5722338351687135,2.2525472656121606,2.5065076994261806,0.30370693245238806,17.96840058119662,7.936038589980392,3.970684756818356
2,196933.5874199472,8.352018554315242,3.616981235558114,145.94551116746993,61.55194977990894,0.35152010342998635,2.3951500259448797,3917.790513927935,0.03365311642526195,0.08600949983010335,89.99195990331432,92.28681629889773,2.5442652671625594,1945.247841177253,3034.374708854327,44.838256436105226,0.7484189784443177,608364.6314427544,5.806486416654348,98.63230498903226,0.005125228455515287,0.023137140392631605,1854.329857052471,773075.3047889471,1.9458611779722697,4.770100622346194,0.011351446807140255,27.76048341703323,4047.7819318592633,81481.97493586804,33.42386056196541,0.8036643094604691,16041.817030245551,21.747982195919967,18.859435762534627,0.4506982833015198,552345.3447108348,11.998839370023783,0.07440189717604188,2.5010498612026186,0.02413795886785781,2.5548977680148734,1.0575828707390902,3.9393549193232507
3,909698.3164870153,18.736519088609672,9.464016179731589,106.87440900990097,99.69155596698927,92.50052653027898,9945.895030473344,4059.928836291853,0.08296334019190374,0.22392048883996402,81.90869612023563,0.01,0.4947614412883555,97.26091218869847,6216.737270616791,36.36643470833623,18.888661351671534,102261.69856100614,5.0508381454515385,0.03810861515958795,0.005259344783296141,2.9409791536414764,7647.620711328859,3600000.0,9.020081143255855,0.01652674242918196,0.011209650358480178,2.2857194285868982,4126.348123272589,1133092.3810639796,3.0965647461980597,35.45608870154736,15109.089245734178,11.008359345485792,99.12074677897007,0.7201499949028026,3538845.6976275286,4.879673121421864,14.005640116110472,2.500172088741692,0.23984609163232065,72.99501677964459,2.2706101764047255,3.9492231615946367
4,148544.50349048479,13.151470516612314,0.1196398444663326,127.1374349023237,7.276864522783204,0.48276047221490986,4288.591464565359,4018.860154898611,0.041347098727291295,0.25417835820200874,77.76787920486558,0.010000370253250082,0.3200402092170333,7535.630416536704,3911.106015301299,86.02037232488435,63.694578242815666,98901.7097832331,10.26055285862708,0.010536920292658866,0.005394367530300245,9.927042433750815,6396.820766184961,3596313.9175863457,82.49319544056934,56.575851732662535,0.013909150902354745,6.4377692956826,0.05381691415228553,1588478.8614314536,7.840928754723629,4.6437040557003115,14987.892209258154,0.28870273811607655,1.089886087825747,1.29513653470561,3093513.3034862336,10.99764728334701,0.3759027983052965,2.5000048345366874,0.01014709634171097,100.0,1.3521413819589536,3.95268217143255
5,1175345.9980803642,14.71156247252388,99.99997658346727,313.94856436770976,0.876908106998173,49.264544760131514,338.3320231517432,4058.6618551418596,0.0934704778224553,0.1188387782544046,32.42681729634764,16.868261588350453,0.554648208035146,8652.67801417023,3717.59418773383,0.6697068605898242,1848.3323557439671,19395.453595032024,0.2268893484311936,99.77433142285959,0.004778433198757209,25.216441177569,7927.992898926149,535092.3669365812,1.1182304459971624,99.71155008986645,0.015085700020705034,98.78922388624345,0.2561518229491126,426879.69636834756,45.792371581114466,5.479434129364522,13968.999576980912,29.737368947001883,52.02176724505144,4.377861897478004,588024.7880578032,0.2095066011968048,0.3099593767747583,2.5000347525841518,0.010000096517780383,0.1116344078674913,2977.07304709337,3.9693707635517264
6,1688401.4118152303,17.455693314972656,3.9664096311890074,121.73368648412041,0.052427055890183004,25.222210158204103,8259.113775357975,3776.869659003456,0.03725809735373754,0.12049594848889417,30.124968193833375,1.823272278778264,11.359781102401822,205.8993135029657,13916.575809952601,36.2238196326799,80.21967310306941,3182691.58138037,0.8219908116813014,38.922017179725685,0.005457459439408668,16.038401571079124,6878.123640176297,3321047.3385572894,52.22356970688013,0.33090282062391835,0.01727047694361041,0.010019324157238196,0.1765685257017159,215418.25445847932,4.6658434666338975,6.450551224977386,6084.438402748458,5.694088618596543,59.28968348053172,1.634178381586427,2629368.8867496657,11.934866884645528,0.3830155448004712,2.50000823560441,1.1556066763216142,0.03331954293518777,3.2540694741066245,3.9376409034759803
7,410869.93021188345,21.74520134427833,7.19871452389077,147.96123165399487,0.785409409724981,33.24010373980784,19.400534850558195,4060.7815587613704,0.08234588874137365,0.08608929071689615,86.19499384855108,91.34552177877485,0.010112626935874645,5152.083701407185,3275.9500499012997,0.7402866082190335,4552.964548042334,243273.50426918556,3.590324437490295,0.15237931426910087,0.005526067229142682,3.5994317228246366,761.7182550315088,2489824.305352805,3.323894717949691,6.753629123548143,0.011444422456712771,0.561052505692195,1268.4516121952565,296874.5297653873,40.99609799781044,2.2258017865545145,14772.20144918827,88.99595086813625,1.0301565034097182,4.932618388745238,2481817.728148567,11.985949793205014,3.7668908083106274,2.5049914072581725,0.23775795529541702,39.27328329413734,6.060582406558296,3.9706471442193254
8,1107874.132881717,11.712690743107544,0.14766857228466548,149.3627460322487,1.465353467707958,0.04286702768953585,70.43948622153798,4059.383205831602,0.09749094897854761,0.21118845967968194,31.41171883593694,12.043148672286476,84.53174938970693,10.803040742156968,360.02837451025374,99.98517354539622,7058.454104233009,625821.193442465,38.61620046838338,0.7318184364614329,0.005739649750670037,13.967119763889793,1015.6593203551647,828522.4394820469,51.212416898580194,0.833507931697505,0.013360696905364627,2.5776431687375716,0.010001374216194913,346829.55071452615,0.038255835610738156,11.081281087781612,9298.74321563709,0.1040299343259952,1.272449172475796,0.028189093125367607,3600000.0,0.06151840855365796,26.33182864311531,2.501604872576697,0.021053469196811586,0.5962396235142153,0.07882870141910817,3.916980414158583
9,47990.403268993294,0.71576809321732,15.220158220022023,170.89638133464294,2.1397513538062456,13.63662482878086,28.377694998371926,4060.134762818515,0.09469596859298668,0.25582060885925517,45.54771950545715,0.01,100.0,428.63692512720706,13505.839162342905,22.013433075325302,161.18000967218853,3593364.1934061702,0.8875803105946711,2.1418580419723683,0.004772421064695152,45.354960670708564,7822.627378534507,1112778.7634957507,7.505708699968387,37.26946725362068,581.4365631214688,0.01,1.566640564849144,422957.2910309391,1.5063918860481935,14.902195498588098,6044.271375477985,2.902145877204595,28.990904694224614,1.7740227055634707,3581376.429436493,12.821733065035025,6.137244886183682,2.5238911881141317,0.1640621291811674,18.40295553288951,9.297990514201947,3.9611586009699775
