,(r1).k_MAforward,(r1).k_MAreverse,obj
89,0.1519356987430345,0.38640103969180317,93.1785908644498
90,0.15193541624598456,0.3864001040342525,93.17859086445524
91,0.15193556317199955,0.3864004917651582,93.1785908644504
92,0.15193552977584082,0.3864005302549982,93.1785908644532
93,0.15193540049881196,0.38640003816278995,93.17859086445603
94,0.15193546429112553,0.38640025567533914,93.17859086445499
95,0.1519355029595046,0.3864002859223342,93.17859086444733
96,0.15193558888428338,0.38640044015898717,93.17859086445262
97,0.15193554094151646,0.3864005942688012,93.17859086445608
98,0.15193516687199932,0.38639931269995026,93.17859086445486
99,0.1519354975447264,0.38640023132196144,93.17859086445453
100,0.15193566414785092,0.3864008209258748,93.17859086444562
101,0.15193533215072605,0.3863998817848156,93.17859086444686
102,0.15193537439650523,0.3863998904931605,93.17859086445634
103,0.1519357337654185,0.3864010475237295,93.17859086445253
104,0.15193549191010156,0.38640045716848903,93.17859086445584
105,0.1519354153637384,0.3864002134597517,93.17859086444969
106,0.15193581254499158,0.38640118584922684,93.17859086445345
107,0.15193566623619847,0.3864008201896943,93.17859086445121
108,0.15193534439031578,0.3863998489075026,93.1785908644561
109,0.15193546505717548,0.3864002615320447,93.17859086445583
110,0.15193562956168424,0.3864006535480636,93.1785908644561
111,0.1519354571566262,0.38640021025064547,93.17859086445344
112,0.15193543664405523,0.38640009233896067,93.17859086445661
113,0.15193528613413643,0.3863996888309974,93.17859086445658
114,0.15193574406229998,0.38640100709210634,93.17859086445202
115,0.15193547036088317,0.3864002682143114,93.17859086444602
116,0.15193564194442893,0.386400777906794,93.17859086444898
117,0.1519356125604767,0.3864006099896866,93.1785908644492
118,0.15193547439057817,0.3864002556799621,93.17859086445489
119,0.15193573528205376,0.3864010028713871,93.17859086445664
120,0.15193554863644443,0.3864005650907819,93.17859086445208
121,0.15193556973653244,0.38640041466054037,93.17859086445141
122,0.1519354285765109,0.3864000403561023,93.17859086445551
123,0.15193553341564262,0.38640043313913414,93.17859086445354
124,0.1519356242210926,0.3864007769616505,93.17859086445566
125,0.15193536579095634,0.38639999011842996,93.17859086445114
126,0.15193545068080028,0.3864001880508072,93.17859086445664
127,0.15193535665705857,0.3863999593089758,93.17859086445499
128,0.15193566848683135,0.38640081268518517,93.17859086445266
129,0.15193540182220552,0.38639998133417075,93.17859086445426
130,0.15193548908117777,0.3864003129772191,93.17859086444557
131,0.1519355543347955,0.3864005860108808,93.17859086445016
132,0.15193537476687752,0.3863999550594689,93.17859086445465
133,0.151935439214896,0.3864000753310241,93.17859086445422
134,0.1519355234552832,0.3864004024729476,93.17859086444729
135,0.15193541060743848,0.3864000073510452,93.17859086445404
136,0.15193567920827328,0.38640079112337067,93.17859086445144
137,0.1519355897912673,0.3864007289373462,93.17859086445472
138,0.15193546573970995,0.38640045198090917,93.17859086444682
139,0.15193568082518996,0.38640081362837764,93.17859086444423
140,0.15193552409635466,0.3864004423097948,93.17859086445642
141,0.15193534001367592,0.3863999801985062,93.17859086445546
142,0.1519358601582394,0.3864012694472635,93.1785908644567
143,0.15193553370262314,0.3864004915374427,93.17859086444493
144,0.15193531654811576,0.38639984021969204,93.17859086445553
145,0.15193560666775352,0.3864006587700636,93.17859086445267
146,0.15193540728047644,0.386400064624331,93.17859086444697
147,0.15193570028692388,0.38640087285166186,93.17859086445628
148,0.151935457315244,0.38640024221198155,93.17859086445448
149,0.15193558134493665,0.3864006679373728,93.17859086444668
150,0.15193558770781251,0.38640065584540706,93.17859086445006
151,0.15193543291371397,0.38640007339711246,93.17859086445321
152,0.15193555370569517,0.38640041003722975,93.17859086444842
153,0.15193553857537617,0.38640054379963407,93.17859086445577
154,0.15193534655321886,0.38639991213280733,93.17859086445127
155,0.15193540047020423,0.3864001612075649,93.17859086444952
156,0.15193559385431682,0.3864005757436888,93.17859086445262
157,0.15193552488751616,0.38640037537344385,93.17859086444675
158,0.1519355295848243,0.3864003439185662,93.17859086445549
159,0.1519357141246783,0.38640096596072493,93.17859086445421
160,0.1519355622633613,0.38640050797675385,93.178590864445
161,0.15193558099966387,0.3864005508678842,93.1785908644531
162,0.1519354583482345,0.3864002884836829,93.17859086445422
163,0.15193551378250597,0.38640030494016836,93.17859086445617
164,0.15193548952164382,0.3864003269183784,93.17859086444946
165,0.15193570215987637,0.38640083615317705,93.17859086445199
166,0.15193569534943732,0.3864008100531948,93.17859086445603
167,0.15193551849856368,0.3864003152224469,93.17859086445435
168,0.15193565580537782,0.3864006789659739,93.17859086445378
169,0.15193543099364373,0.3864001664523007,93.17859086445567
170,0.1519354349510531,0.3864000414625452,93.17859086445476
171,0.15193536225148588,0.3863999775135735,93.17859086445557
172,0.15193568369389682,0.38640100810844663,93.17859086445205
173,0.15193550708215905,0.38640038960183537,93.17859086444737
174,0.15193541793655366,0.38640012113943495,93.17859086445294
175,0.1519355516516016,0.386400622806832,93.17859086445513
176,0.1519356059353894,0.3864006707404936,93.17859086445607
177,0.15193535163836822,0.3863998684624482,93.17859086445077
178,0.15193526564863444,0.3863996136821854,93.17859086445235
179,0.15193541841355634,0.3864001440231393,93.17859086444932
180,0.15193569440658147,0.3864008505973635,93.17859086444352
181,0.15193541168933283,0.38639997774140916,93.17859086445296
